,name,company,year,Price,kms_driven,fuel_type
375,Volkswagen Polo,Volkswagen,2015,330000.0,38000.0,Diesel
376,Maruti Suzuki Swift,Maruti,2014,335000.0,55000.0,Diesel
377,Hyundai Elite i20,Hyundai,2015,450000.0,20000.0,Diesel
378,Maruti Suzuki Swift,Maruti,2012,225000.0,40000.0,Petrol
379,Maruti Suzuki Versa,Maruti,2004,80000.0,50000.0,Petrol
380,Tata Indigo LX,Tata,2016,130000.0,103642.39999999997,Diesel
381,Volkswagen Vento Konekt,Volkswagen,2011,245000.0,65000.0,Diesel
382,Mercedes Benz C,Mercedes,2002,399000.0,41000.0,Petrol
383,Maruti Suzuki Ertiga,Maruti,2013,450000.0,90000.0,Diesel
384,Honda City,Honda,2000,74500.00000000001,80000.0,Petrol
385,Hyundai Santro Xing,Hyundai,2006,75000.0,46000.0,Petrol
386,Maruti Suzuki Omni,Maruti,2001,74500.00000000001,70000.0,Petrol
387,Hyundai Sonata Transform,Hyundai,2017,190000.0,36469.0,Diesel
388,Hyundai Elite i20,Hyundai,2018,600000.0,7800.0,Petrol
389,Volkswagen Vento Konekt,Volkswagen,2011,245000.0,65000.0,Diesel
390,Maruti Suzuki Alto,Maruti,2017,240000.0,60000.0,Petrol
391,Maruti Suzuki Alto,Maruti,2011,155000.0,32000.0,Petrol
392,Honda Jazz S,Honda,2009,169999.0,24695.0,Petrol
393,Hyundai Grand i10,Hyundai,2017,450000.0,15141.0,Petrol
394,Maruti Suzuki Zen,Maruti,2001,74500.00000000001,40000.0,Petrol
395,Mahindra Scorpio W,Mahindra,2012,165000.0,65000.0,Diesel
396,Maruti Suzuki Alto,Maruti,2014,270000.0,22000.0,Petrol
397,Hyundai Grand i10,Hyundai,2016,280000.0,59910.0,Diesel
398,Mahindra XUV500 W8,Mahindra,2012,560000.0,100000.0,Diesel
399,Hyundai Creta 1.6,Hyundai,2016,950000.0,25000.0,Petrol
400,Hyundai i20 Magna,Hyundai,2013,310000.0,35000.0,Petrol
401,Renault Duster 85,Renault,2015,715000.0,65000.0,Diesel
402,Hyundai Grand i10,Hyundai,2014,340000.0,35000.0,Petrol
403,Honda Brio V,Honda,2012,235000.0,33000.0,Petrol
404,Mahindra TUV300 T4,Mahindra,2017,610000.0,68000.0,Diesel
405,Chevrolet Spark LS,Chevrolet,2010,95000.0,23000.0,Petrol
406,Mahindra TUV300 T8,Mahindra,2018,1000000.0,4500.0,Diesel
407,Maruti Suzuki Swift,Maruti,2015,220000.0,103642.39999999997,Diesel
408,Nissan X Trail,Nissan,2019,1085999.9999999963,3470.0000000000005,Diesel
409,Maruti Suzuki Alto,Maruti,2015,230000.0,5000.0,Petrol
410,Ford Ikon 1.3,Ford,2001,74500.00000000001,65000.0,Petrol
411,Toyota Fortuner 3.0,Toyota,2010,940000.0,103642.39999999997,Diesel
412,Tata Manza ELAN,Tata,2010,155555.0,103642.39999999997,Petrol
413,Mercedes Benz A,Mercedes,2013,1085999.9999999963,14000.0,Petrol
414,Chevrolet Beat LS,Chevrolet,2016,210000.0,22000.0,Diesel
415,Ford EcoSport Trend,Ford,2013,495000.0,38000.0,Diesel
416,Tata Indigo LS,Tata,2016,125000.0,70000.0,Diesel
417,Hyundai i20 Magna,Hyundai,2010,195000.0,36000.0,Petrol
418,Volkswagen Vento Highline,Volkswagen,2015,550000.0,34000.0,Diesel
419,Renault Kwid RXT,Renault,2015,270000.0,43000.0,Petrol
420,Ford EcoSport Titanium,Ford,2014,500000.0,40000.0,Diesel
421,Honda Amaze 1.5,Honda,2016,240000.0,103642.39999999997,Diesel
422,Hyundai Verna 1.6,Hyundai,2017,800000.0,12000.0,Petrol
423,BMW 5 Series,BMW,2011,1085999.9999999963,49000.0,Diesel
424,Skoda Superb 1.8,Skoda,2011,530000.0,68000.0,Petrol
425,Audi Q3 2.0,Audi,2013,1085999.9999999963,37000.0,Diesel
426,Mahindra Bolero DI,Mahindra,2012,220000.0,59466.0,Diesel
427,Mahindra Scorpio S10,Mahindra,2015,900000.0,97200.0,Diesel
428,Ford Figo Duratorq,Ford,2012,250000.0,99000.0,Diesel
429,Maruti Suzuki Wagon,Maruti,2018,395000.0,25500.0,Petrol
430,Mahindra Logan Diesel,Mahindra,2009,130000.0,66000.0,Petrol
431,Tata Nano GenX,Tata,2010,74500.00000000001,44005.0,Petrol
432,Mahindra TUV300 T4,Mahindra,2016,540000.0,35000.0,Diesel
433,Mahindra TUV300 T4,Mahindra,2016,540000.0,35000.0,Diesel
434,Hyundai Elite i20,Hyundai,2015,405000.0,28000.0,Petrol
435,Hyundai Elite i20,Hyundai,2015,400000.0,30000.0,Petrol
436,Honda City SV,Honda,2017,760000.0,4000.0,Petrol
437,Maruti Suzuki Baleno,Maruti,2016,500000.0,28000.0,Petrol
438,Ford Figo Petrol,Ford,2011,175000.0,75000.0,Petrol
439,Mahindra Scorpio S10,Mahindra,2015,900000.0,97200.0,Diesel
440,Honda City,Honda,2017,750000.0,3470.0000000000005,Petrol
441,Hyundai Elite i20,Hyundai,2015,419000.0,20000.0,Petrol
442,Maruti Suzuki Versa,Maruti,2004,90000.0,50000.0,Petrol
443,Hyundai Eon Era,Hyundai,2018,140000.0,3470.0000000000005,Petrol
444,Mitsubishi Pajero Sport,Mitsubishi,2015,1085999.9999999963,43222.0,Petrol
445,Hyundai i10 Magna,Hyundai,2008,275000.0,100200.0,Petrol
446,Toyota Corolla H2,Toyota,2003,150000.0,100000.0,Petrol
447,Maruti Suzuki Swift,Maruti,2011,230000.0,3470.0000000000005,Petrol
448,Tata Indigo CS,Tata,2015,123000.0,100000.0,Diesel
449,Mahindra Scorpio S10,Mahindra,2015,900000.0,97200.0,Diesel
450,Mahindra Scorpio S10,Mahindra,2015,900000.0,97200.0,Diesel
451,Hyundai Xcent Base,Hyundai,2016,300000.0,103642.39999999997,Diesel
452,Honda City,Honda,2015,499999.0,55000.0,Petrol
453,Hyundai Accent Executive,Hyundai,2009,165000.0,48000.0,Petrol
454,Maruti Suzuki Baleno,Maruti,2016,498000.0,22000.0,Petrol
455,Tata Zest XE,Tata,2018,480000.0,103553.0,Diesel
456,Maruti Suzuki Dzire,Maruti,2017,488000.0,80000.0,Diesel
457,Tata Sumo Gold,Tata,2014,250000.0,99000.0,Diesel
458,Toyota Corolla Altis,Toyota,2010,220000.0,58000.0,Petrol
459,Maruti Suzuki Eeco,Maruti,2013,290000.0,70000.0,LPG
460,Toyota Fortuner 3.0,Toyota,2015,1085999.9999999963,103642.39999999997,Diesel
461,Mahindra XUV500 W6,Mahindra,2013,548900.0,49800.0,Diesel
462,Tata Tigor Revotron,Tata,2019,650000.0,3470.0000000000005,Diesel
463,Maruti Suzuki 800,Maruti,2001,74500.00000000001,81876.0,Petrol
464,Maruti Suzuki Ertiga,Maruti,2015,550000.0,75000.0,Petrol
465,Maruti Suzuki Versa,Maruti,2004,90000.0,50000.0,Petrol
466,Honda Mobilio S,Honda,2014,399000.0,44000.0,Diesel
467,Maruti Suzuki Ertiga,Maruti,2016,730000.0,55000.0,Diesel
468,Maruti Suzuki Vitara,Maruti,2017,725000.0,36000.0,Diesel
469,Hyundai Verna 1.6,Hyundai,2016,195000.0,56000.0,Diesel
470,Maruti Suzuki Swift,Maruti,2007,130000.0,62000.0,Petrol
471,Toyota Fortuner 3.0,Toyota,2015,1085999.9999999963,103642.39999999997,Diesel
472,Maruti Suzuki Omni,Maruti,2014,190000.0,6020.0,Petrol
473,Honda Amaze,Honda,2013,250000.0,55700.0,Diesel
474,Tata Indica,Tata,2005,80000.0,42000.0,Petrol
475,Hyundai Santro Xing,Hyundai,2003,120000.0,50000.0,Petrol
476,Maruti Suzuki Zen,Maruti,2010,149000.0,35000.0,Petrol
477,Maruti Suzuki Wagon,Maruti,2014,250000.0,18500.0,Petrol
478,Maruti Suzuki Wagon,Maruti,2007,120000.0,7000.0,Petrol
479,Honda Brio VX,Honda,2017,450000.0,11000.0,Petrol
480,Maruti Suzuki Zen,Maruti,2003,99999.0,53000.0,Petrol
481,Maruti Suzuki Zen,Maruti,2008,135000.0,23000.0,Petrol
482,Maruti Suzuki Wagon,Maruti,2016,225000.0,35500.0,Diesel
483,Maruti Suzuki Alto,Maruti,2010,99000.0,22134.0,Petrol
484,Renault Kwid RXT,Renault,2019,370000.0,3470.0000000000005,Petrol
485,Tata Nano Lx,Tata,2010,74500.00000000001,9000.0,Petrol
486,Jaguar XE XE,Jaguar,2016,1085999.9999999963,8500.0,Petrol
487,Hyundai Eon Magna,Hyundai,2014,190000.0,35000.0,Petrol
488,Honda City 1.5,Honda,2014,499000.0,22000.0,Petrol
489,Hindustan Motors Ambassador,Hindustan,2002,90000.0,25000.0,Diesel
490,Maruti Suzuki Ritz,Maruti,2010,149000.0,40000.0,Petrol
491,Hyundai Grand i10,Hyundai,2017,400000.0,20000.0,Petrol
492,Hyundai Eon D,Hyundai,2016,120000.0,87000.0,Petrol
493,Maruti Suzuki Swift,Maruti,2015,250000.0,55000.0,Petrol
494,Maruti Suzuki Wagon,Maruti,2017,375000.0,23000.0,Petrol
495,Honda Amaze 1.2,Honda,2014,381000.0,6000.0,Petrol
496,Maruti Suzuki Estilo,Maruti,2013,180000.0,65000.0,Petrol
497,Maruti Suzuki Vitara,Maruti,2016,580000.0,25000.0,Diesel
498,Maruti Suzuki Eeco,Maruti,2015,278000.0,39000.0,Petrol
499,Hyundai Creta 1.6,Hyundai,2016,1000000.0,8000.0,Petrol
500,Mahindra Scorpio Vlx,Mahindra,2013,690000.0,75000.0,Diesel
501,Maruti Suzuki Ertiga,Maruti,2012,480000.0,51000.0,Diesel
502,Mitsubishi Lancer 1.8,Mitsubishi,2006,85000.0,50000.0,Petrol
503,Maruti Suzuki Maruti,Maruti,2001,74500.00000000001,75000.0,Petrol
504,Maruti Suzuki Alto,Maruti,2015,90000.0,55800.0,Petrol
505,Hyundai Grand i10,Hyundai,2015,340000.0,53000.0,Petrol
506,Hyundai Eon D,Hyundai,2018,260000.0,25000.0,Petrol
507,Ford Fiesta SXi,Ford,2009,250000.0,56400.0,Petrol
508,Maruti Suzuki Ritz,Maruti,2010,180000.0,72160.0,Diesel
509,Hyundai Verna Fluidic,Hyundai,2012,350000.0,10000.0,Diesel
510,Maruti Suzuki Wagon,Maruti,2006,90001.0,48000.0,Petrol
511,Maruti Suzuki Estilo,Maruti,2007,115000.0,36000.0,Petrol
512,Audi A6 2.0,Audi,2012,1085999.9999999963,11500.0,Diesel
513,Maruti Suzuki Wagon,Maruti,2003,130000.0,103642.39999999997,Petrol
514,Maruti Suzuki Wagon,Maruti,2009,159000.0,27000.0,Petrol
515,Maruti Suzuki Wagon,Maruti,2009,160000.0,35000.0,Petrol
516,Maruti Suzuki Alto,Maruti,2010,110000.0,55000.0,Petrol
517,Maruti Suzuki Baleno,Maruti,2016,425000.0,40000.0,Petrol
518,Hyundai Verna 1.6,Hyundai,2019,900000.0,3470.0000000000005,Petrol
519,Maruti Suzuki Swift,Maruti,2009,150000.0,45000.0,Petrol
520,Hyundai Getz Prime,Hyundai,2009,110000.0,20000.0,Petrol
521,Hyundai Santro,Hyundai,2000,74500.00000000001,88000.0,Petrol
522,Hyundai Getz Prime,Hyundai,2009,115000.0,20000.0,Petrol
523,Chevrolet Beat PS,Chevrolet,2012,215000.0,65422.0,Diesel
524,Ford EcoSport Trend,Ford,2017,580000.0,10000.0,Petrol
525,Maruti Suzuki Dzire,Maruti,2013,380000.0,35000.0,Petrol
526,Hyundai Fluidic Verna,Hyundai,2013,350000.0,103642.39999999997,Diesel
527,Tata Indica V2,Tata,2005,74500.00000000001,103642.39999999997,Diesel
528,BMW X1 xDrive20d,BMW,2011,1085999.9999999963,72000.0,Diesel
529,Hyundai i20 Asta,Hyundai,2010,300000.0,10750.0,Petrol
530,Honda City 1.5,Honda,2009,269000.0,55000.0,Petrol
531,Tata Nano,Tata,2013,74500.00000000001,6800.0,Petrol
532,Chevrolet Cruze LTZ,Chevrolet,2014,400000.0,41000.0,Diesel
533,Hyundai Verna Fluidic,Hyundai,2015,430000.0,73000.0,Diesel
534,Maruti Suzuki Swift,Maruti,2011,140000.0,65000.0,Diesel
535,Mahindra XUV500 W6,Mahindra,2014,1085999.9999999963,45000.0,Diesel
536,Mahindra XUV500 W10,Mahindra,2018,1085999.9999999963,40000.0,Diesel
537,Maruti Suzuki Alto,Maruti,2014,199000.0,37000.0,Petrol
538,Hyundai Accent GLE,Hyundai,2006,90000.0,55000.0,Petrol
539,Force Motors One,Force,2013,550000.0,103642.39999999997,Diesel
540,Maruti Suzuki Alto,Maruti,2019,265000.0,9800.0,Petrol
541,Chevrolet Spark 1.0,Chevrolet,2011,100000.0,27000.0,Petrol
542,Hyundai i10,Hyundai,2009,215000.0,27000.0,Petrol
543,Toyota Etios Liva,Toyota,2012,380000.0,20000.0,Diesel
544,Renault Duster 85PS,Renault,2013,401919.0,57923.0,Diesel
545,Chevrolet Enjoy,Chevrolet,2014,490000.0,30201.0,Diesel
546,Maruti Suzuki Alto,Maruti,2017,280000.0,6200.0,Petrol
547,BMW 5 Series,BMW,2009,650000.0,37518.0,Petrol
548,Toyota Etios Liva,Toyota,2014,160000.0,24652.0,Petrol
549,Mahindra Jeep MM,Mahindra,2004,424000.0,3470.0000000000005,Diesel
550,Chevrolet Beat LS,Chevrolet,2016,225000.0,95000.0,Diesel
551,Chevrolet Cruze LTZ,Chevrolet,2011,350000.0,35000.0,Diesel
552,Jeep Wrangler Unlimited,Jeep,2015,950000.0,3528.0,Diesel
553,Maruti Suzuki Ertiga,Maruti,2013,485000.0,52500.0,Diesel
554,Hyundai Verna VGT,Hyundai,2010,205000.0,47900.0,Diesel
555,Maruti Suzuki Omni,Maruti,2012,160000.0,14000.0,Petrol
556,Maruti Suzuki Celerio,Maruti,2018,310000.0,37000.0,Petrol
557,Tata Zest Quadrajet,Tata,2017,180000.0,90000.0,Diesel
558,Mahindra XUV500 W6,Mahindra,2013,549900.0,52800.0,Diesel
559,Tata Indigo CS,Tata,2016,150000.0,103642.39999999997,Diesel
560,Hyundai i10 Era,Hyundai,2011,175000.0,30000.0,Petrol
561,Tata Indigo eCS,Tata,2014,95000.0,103642.39999999997,Diesel
562,Tata Indigo LX,Tata,2016,230000.0,103642.39999999997,Diesel
563,Tata Indigo eCS,Tata,2016,230000.0,103642.39999999997,Diesel
564,Tata Indigo Marina,Tata,2004,180000.0,70000.0,Diesel
565,Hyundai Xcent SX,Hyundai,2015,400000.0,43000.0,Diesel
566,Hyundai Eon Magna,Hyundai,2013,185000.0,23000.0,Petrol
567,Renault Duster 85,Renault,2015,385000.0,51000.0,Diesel
568,Maruti Suzuki Alto,Maruti,2009,90000.0,62000.0,Petrol
569,Tata Nano LX,Tata,2010,74500.00000000001,48008.0,Petrol
570,Renault Duster 110,Renault,2013,435000.0,39000.0,Diesel
571,Maruti Suzuki Wagon,Maruti,2010,225000.0,40000.0,Petrol
572,Maruti Suzuki Swift,Maruti,2006,189700.0,48247.0,Petrol
573,Maruti Suzuki Ertiga,Maruti,2012,389700.0,39000.0,Diesel
574,Maruti Suzuki Swift,Maruti,2014,365000.0,23000.0,Petrol
575,Maruti Suzuki Alto,Maruti,2017,360000.0,9400.0,Petrol
576,Hyundai i20 Magna,Hyundai,2010,210000.0,50000.0,Petrol
577,Hyundai i10 Magna,Hyundai,2009,170000.0,75000.0,Petrol
578,Tata Zest XE,Tata,2017,380000.0,70000.0,Diesel
579,Mahindra Xylo E8,Mahindra,2009,295000.0,64000.0,Diesel
580,Toyota Corolla Altis,Toyota,2010,185000.0,55000.0,Petrol
581,Tata Manza Aqua,Tata,2014,160000.0,103642.39999999997,Diesel
582,Renault Kwid 1.0,Renault,2018,290000.0,3470.0000000000005,Petrol
583,Tata Venture EX,Tata,2013,100000.0,30000.0,Diesel
584,Maruti Suzuki Swift,Maruti,2014,315000.0,44000.0,Petrol
585,Skoda Octavia Classic,Skoda,2006,114990.0,65000.0,Diesel
586,Maruti Suzuki Omni,Maruti,2012,120000.0,103642.39999999997,LPG
587,Chevrolet Beat Diesel,Chevrolet,2011,125000.0,56000.0,Diesel
588,Tata Sumo Gold,Tata,2012,210000.0,75000.0,Diesel
589,Hyundai Verna 1.6,Hyundai,2018,855000.0,42000.0,Diesel
590,Tata Sumo Gold,Tata,2012,210000.0,75000.0,Diesel
591,Mahindra Scorpio 2.6,Mahindra,2007,260000.0,56000.0,Diesel
592,Maruti Suzuki Zen,Maruti,2002,95000.0,10544.0,Petrol
593,Maruti Suzuki Swift,Maruti,2011,255000.0,64000.0,Petrol
594,Mahindra Scorpio SLX,Mahindra,2008,300000.0,70000.0,Diesel
595,Hyundai Grand i10,Hyundai,2014,340000.0,25000.0,Petrol
596,Hyundai Elite i20,Hyundai,2017,550000.0,15000.0,Petrol
597,Ford Ikon 1.6,Ford,2003,74500.00000000001,50000.0,Petrol
598,Toyota Innova 2.5,Toyota,2011,750000.0,103642.39999999997,Diesel
599,Nissan Sunny XL,Nissan,2011,230000.0,52000.0,Petrol
600,Chevrolet Beat LT,Chevrolet,2012,130000.0,90001.0,Diesel
601,Maruti Suzuki Alto,Maruti,2017,270000.0,21000.0,Petrol
602,Maruti Suzuki Swift,Maruti,2012,280000.0,48006.0,Diesel
603,Maruti Suzuki Swift,Maruti,2012,280000.0,48006.0,Diesel
604,Maruti Suzuki Swift,Maruti,2012,280000.0,48006.0,Diesel
605,Toyota Innova 2.0,Toyota,2012,600000.0,80000.0,Diesel
606,Maruti Suzuki Swift,Maruti,2010,190000.0,74000.0,Diesel
607,Hyundai Elite i20,Hyundai,2015,500000.0,22000.0,Petrol
608,Mahindra XUV500 W10,Mahindra,2016,1065000.0,41000.0,Diesel
609,Volkswagen Polo Trendline,Volkswagen,2015,350000.0,25000.0,Diesel
610,Toyota Etios Liva,Toyota,2012,350000.0,85000.0,Diesel
611,Mahindra TUV300 T4,Mahindra,2016,540000.0,29500.0,Diesel
612,Hyundai Elite i20,Hyundai,2015,470000.0,30000.0,Petrol
613,Hyundai Santro Xing,Hyundai,2014,179000.0,57000.0,Petrol
614,Maruti Suzuki Zen,Maruti,2003,74500.00000000001,60000.0,Petrol
615,Maruti Suzuki Ciaz,Maruti,2016,650000.0,50000.0,Petrol
616,Hyundai Eon Era,Hyundai,2013,190000.0,39700.0,Petrol
617,Hyundai Elantra 1.8,Hyundai,2012,500000.0,65000.0,Petrol
618,Maruti Suzuki Swift,Maruti,2010,270000.0,67000.0,Diesel
619,Maruti Suzuki Zen,Maruti,2008,125000.0,46000.0,Petrol
620,Hyundai Eon Era,Hyundai,2012,188000.0,38000.0,Petrol
621,Hyundai Grand i10,Hyundai,2016,380000.0,27000.0,Petrol
622,Hyundai Verna Fluidic,Hyundai,2011,365000.0,43000.0,Diesel
623,Ford EcoSport Trend,Ford,2014,465000.0,47000.0,Petrol
624,Hyundai i20 Magna,Hyundai,2011,240000.0,42000.0,Petrol
625,Chevrolet Beat Diesel,Chevrolet,2016,179999.0,19336.0,Diesel
626,Tata Indica eV2,Tata,2015,140000.0,60105.0,Diesel
627,Jaguar XF 2.2,Jaguar,2013,1085999.9999999963,29000.0,Diesel
628,Audi Q5 2.0,Audi,2014,1085999.9999999963,34000.0,Diesel
629,BMW 3 Series,BMW,2011,1075000.0,35000.0,Diesel
630,Maruti Suzuki Swift,Maruti,2015,475000.0,22000.0,Petrol
631,BMW X1 sDrive20d,BMW,2012,1025000.0,41000.0,Diesel
632,Maruti Suzuki S,Maruti,2016,615000.0,21000.0,Diesel
633,Maruti Suzuki Ertiga,Maruti,2013,475000.0,48000.0,Diesel
634,Maruti Suzuki Alto,Maruti,2016,270000.0,38000.0,Petrol
635,Honda City SV,Honda,2014,475000.0,34000.0,Diesel
636,Volkswagen Vento Comfortline,Volkswagen,2011,240000.0,45933.0,Petrol
637,Honda City 1.5,Honda,2005,120000.0,68000.0,Petrol
638,Audi A4 2.0,Audi,2016,1085999.9999999963,44000.0,Diesel
639,Mahindra KUV100,Mahindra,2017,360000.0,35000.0,Diesel
640,Tata Zest XE,Tata,2018,450000.0,102563.0,Diesel
641,Mahindra XUV500 W8,Mahindra,2015,900000.0,28600.0,Diesel
642,Maruti Suzuki Swift,Maruti,2017,650000.0,41800.0,Diesel
643,Tata Sumo Gold,Tata,2014,275000.0,103642.39999999997,Diesel
644,Maruti Suzuki Swift,Maruti,2009,210000.0,59000.0,Petrol
645,Mahindra Scorpio 2.6,Mahindra,2004,175000.0,58000.0,Diesel
646,Maruti Suzuki Omni,Maruti,2009,85000.0,45000.0,Petrol
647,Mitsubishi Pajero Sport,Mitsubishi,2015,1085999.9999999963,42590.0,Diesel
648,Renault Duster,Renault,2014,800000.0,7400.0,Diesel
649,Volkswagen Jetta Comfortline,Volkswagen,2009,450000.0,54500.0,Diesel
650,Maruti Suzuki Ertiga,Maruti,2012,1000000.0,103642.39999999997,Diesel
651,Audi A4 2.0,Audi,2013,1085999.9999999963,27000.0,Diesel
652,Volvo S80 Summum,Volvo,2015,1085999.9999999963,42000.0,Diesel
653,Toyota Corolla Altis,Toyota,2014,790000.0,29000.0,Petrol
654,Mitsubishi Pajero Sport,Mitsubishi,2015,1085999.9999999963,37000.0,Diesel
655,Chevrolet Beat LT,Chevrolet,2012,135000.0,36000.0,Petrol
656,BMW X1,BMW,2011,1000000.0,34000.0,Diesel
657,Datsun Redi GO,Datsun,2018,299999.0,7000.0,Petrol
658,Mercedes Benz C,Mercedes,2009,1085999.9999999963,76000.0,Diesel
659,Mahindra Scorpio SLX,Mahindra,2004,175000.0,60000.0,Diesel
660,Volkswagen Vento Comfortline,Volkswagen,2011,200000.0,95000.0,Diesel
661,Tata Indigo CS,Tata,2017,270000.0,50000.0,Diesel
662,Ford Figo Petrol,Ford,2019,525000.0,3470.0000000000005,Petrol
663,Honda City ZX,Honda,2006,180000.0,50000.0,Petrol
664,Maruti Suzuki Wagon,Maruti,2008,140000.0,68000.0,Petrol
665,Ford EcoSport Trend,Ford,2014,400000.0,16000.0,Petrol
666,Maruti Suzuki Swift,Maruti,2016,499000.0,51000.0,Diesel
667,Maruti Suzuki Omni,Maruti,2009,85000.0,56000.0,Petrol
668,Maruti Suzuki Zen,Maruti,2004,74500.00000000001,100000.0,Petrol
669,Renault Duster RxL,Renault,2015,550000.0,36000.0,Petrol
670,Maruti Suzuki Swift,Maruti,2014,370000.0,11523.0,Petrol
671,Maruti Suzuki Baleno,Maruti,2018,690000.0,3470.0000000000005,Petrol
672,Honda WR V,Honda,2009,250000.0,60000.0,Petrol
673,Tata Indigo CS,Tata,2016,110000.0,85000.0,Diesel
674,Renault Duster 110,Renault,2013,490000.0,38600.0,Diesel
675,Mahindra Scorpio LX,Mahindra,2009,320000.0,95500.0,Diesel
676,Maruti Suzuki Zen,Maruti,2004,74500.00000000001,56000.0,Petrol
677,Maruti Suzuki Wagon,Maruti,2014,130000.0,37458.0,Petrol
678,Maruti Suzuki SX4,Maruti,2016,970000.0,85960.0,Diesel
679,Audi A3 Cabriolet,Audi,2015,1085999.9999999963,12516.0,Petrol
680,Hyundai Eon D,Hyundai,2018,280000.0,35000.0,Petrol
681,Maruti Suzuki Zen,Maruti,2009,125000.0,3470.0000000000005,Petrol
682,Mahindra Scorpio SLX,Mahindra,2008,285000.0,80000.0,Diesel
683,Hyundai Santro AE,Hyundai,2011,165000.0,45000.0,Petrol
684,Maruti Suzuki Swift,Maruti,2009,250000.0,51000.0,Diesel
685,Mahindra Scorpio S4,Mahindra,2015,865000.0,30000.0,Diesel
686,Mahindra Xylo D2,Mahindra,2011,390000.0,48000.0,Diesel
687,Hyundai Santro,Hyundai,2003,74500.00000000001,51000.0,Petrol
688,Chevrolet Beat LT,Chevrolet,2015,215000.0,90000.0,Diesel
689,Maruti Suzuki Swift,Maruti,2015,475000.0,43000.0,Diesel
690,Mahindra XUV500 W8,Mahindra,2015,899000.0,53000.0,Diesel
691,Toyota Fortuner 3.0,Toyota,2013,1085999.9999999963,97000.0,Diesel
692,Maruti Suzuki Alto,Maruti,2013,240000.0,20000.0,Petrol
693,Hyundai Getz GLE,Hyundai,2007,99000.0,55000.0,Petrol
694,Maruti Suzuki Swift,Maruti,2014,260000.0,103642.39999999997,Diesel
695,Hyundai Creta 1.6,Hyundai,2019,1085999.9999999963,3470.0000000000005,Petrol
696,Hyundai Santro Xing,Hyundai,2007,115000.0,46000.0,Petrol
697,Hyundai Santro Xing,Hyundai,2009,88000.0,43200.0,Petrol
698,Mahindra Xylo D2,Mahindra,2011,390000.0,56000.0,Diesel
699,Hyundai Santro Xing,Hyundai,2007,135000.0,42000.0,Petrol
700,Tata Indica V2,Tata,2009,90000.0,30600.0,Diesel
701,Hyundai i10 Sportz,Hyundai,2011,220000.0,38000.0,Petrol
702,Hyundai Grand i10,Hyundai,2017,424999.0,3470.0000000000005,Petrol
703,Hyundai Santro Xing,Hyundai,2007,135000.0,47000.0,Petrol
704,Honda City 1.5,Honda,2005,95000.0,41000.0,Petrol
705,Nissan Micra XL,Nissan,2017,430000.0,62500.0,Diesel
706,Honda City 1.5,Honda,2005,115000.0,68000.0,Petrol
707,Maruti Suzuki Alto,Maruti,2015,215000.0,50000.0,Petrol
708,Maruti Suzuki Wagon,Maruti,2004,74500.00000000001,69000.0,Petrol
709,Maruti Suzuki Ertiga,Maruti,2012,500000.0,48000.0,Diesel
710,Tata Indica eV2,Tata,2012,85000.0,55000.0,Diesel
711,Maruti Suzuki Omni,Maruti,2013,165000.0,25000.0,Petrol
712,Hyundai Eon Era,Hyundai,2014,200000.0,28400.0,Petrol
713,Hyundai Eon,Hyundai,2014,200000.0,28000.0,Petrol
714,Maruti Suzuki Swift,Maruti,2015,425000.0,42000.0,Diesel
715,Hyundai Verna 1.6,Hyundai,2012,600000.0,29000.0,Diesel
716,Chevrolet Tavera LS,Chevrolet,2005,130000.0,68485.0,Diesel
717,Tata Tiago Revotron,Tata,2018,430000.0,3500.0,Petrol
718,Tata Tiago Revotorq,Tata,2019,568500.0,3470.0000000000005,Petrol
719,Maruti Suzuki Zen,Maruti,2006,74500.00000000001,32000.0,Petrol
720,Mahindra KUV100 K8,Mahindra,2018,560000.0,8000.0,Diesel
721,Ford EcoSport Titanium,Ford,2014,590000.0,34000.0,Diesel
722,Hindustan Motors Ambassador,Hindustan,1995,750000.0,37000.0,Petrol
723,Ford Fusion 1.4,Ford,2007,125000.0,85455.0,Diesel
724,Hyundai Santro Xing,Hyundai,2007,135000.0,46000.0,Petrol
725,Hyundai Santro,Hyundai,2002,74500.00000000001,47000.0,Petrol
726,Fiat Linea Emotion,Fiat,2009,120000.0,64000.0,Petrol
727,Ford Ikon 1.3,Ford,2008,95000.0,46000.0,Petrol
728,Maruti Suzuki Omni,Maruti,2017,240000.0,8000.0,Petrol
729,Tata Indica V2,Tata,2012,115000.0,64000.0,Diesel
730,Mahindra Scorpio S4,Mahindra,2015,795000.0,63000.0,Diesel
731,Hyundai Santro Xing,Hyundai,2007,74500.00000000001,65000.0,Petrol
732,Mahindra Xylo D2,Mahindra,2009,300000.0,62000.0,Diesel
733,Hyundai Grand i10,Hyundai,2014,320000.0,41000.0,Petrol
734,Maruti Suzuki Alto,Maruti,2015,265000.0,14000.0,Petrol
735,Toyota Corolla,Toyota,2006,160000.0,40000.0,Petrol
736,Hyundai Eon Magna,Hyundai,2017,300000.0,3470.0000000000005,Petrol
737,Tata Sumo Grande,Tata,2010,130000.0,90000.0,Diesel
738,Maruti Suzuki Swift,Maruti,2011,250000.0,58000.0,Diesel
739,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000.0,27000.0,Petrol
740,Maruti Suzuki Alto,Maruti,2003,74500.00000000001,60000.0,Petrol
741,Tata Tiago Revotron,Tata,2017,400000.0,31000.0,Petrol
